Date,Last Price  (R1),News Publication Count  (R2),News Sentiment - Daily Average  (L1),Volume,RSI (14),Diff,P/E,P/B,BVPS,Shs Out(mil),BV,EPS,Correction
7/18/2016,99.83,1136,0.0607,36493868,63.8556,0.5698,72.02741703,6.018246812,16.58788732,"7,100.00","117,774.00",1.39,TRUE
7/15/2016,98.78,1654,0.173,30136990,60.2175,0.5005,71.26984127,5.954947612,16.58788732,"7,100.00","117,774.00",1.39,FALSE
7/14/2016,98.79,1833,0.1574,38918996,60.2711,0.4581,71.27705628,5.955550461,16.58788732,"7,100.00","117,774.00",1.39,TRUE
7/13/2016,96.87,1664,-0.0962,25892172,52.7689,0.3563,69.89177489,5.839803352,16.58788732,"7,100.00","117,774.00",1.39,FALSE
7/12/2016,97.42,1869,0.2023,24167464,55.5596,0.3662,70.28860029,5.872960076,16.58788732,"7,100.00","117,774.00",1.39,TRUE
7/11/2016,96.98,995,0.1748,23794944,53.7423,0.3034,69.97113997,5.846434697,16.58788732,"7,100.00","117,774.00",1.39,TRUE
7/8/2016,96.68,1734,0.1045,28912104,52.5128,0.2319,69.75468975,5.828349211,16.58788732,"7,100.00","117,774.00",1.39,TRUE
7/7/2016,95.94,1844,-0.0889,25131316,49.4345,0.1395,69.22077922,5.783738346,16.58788732,"7,100.00","117,774.00",1.39,TRUE
7/6/2016,95.53,2088,0.0941,30949090,47.6899,0.0669,68.92496392,5.759021516,16.58788732,"7,100.00","117,774.00",1.39,TRUE
7/5/2016,94.99,1084,0.1624,27705210,45.3855,-0.0009,68.53535354,5.726467641,16.58788732,"7,100.00","117,774.00",1.39,FALSE
7/1/2016,95.89,2111,0.0956,26026540,48.7062,-0.0421,69.18470418,5.780724099,16.58788732,"7,100.00","117,774.00",1.39,TRUE
6/30/2016,95.6,1654,0.0514,35836356,47.5581,-0.1838,68.97546898,5.763241462,16.58788732,"7,100.00","117,774.00",1.39,TRUE
6/29/2016,94.4,1782,0.1417,36531008,42.6238,-0.3532,68.10966811,5.690899519,16.58788732,"7,100.00","117,774.00",1.39,TRUE
6/28/2016,93.59,1359,0.0466,40444912,39.028,-0.4605,67.52525253,5.642068708,16.58788732,"7,100.00","117,774.00",1.39,TRUE
6/27/2016,92.04,857,0.0439,46622188,31.3873,-0.5008,66.40692641,5.548627031,16.58788732,"7,100.00","117,774.00",1.39,FALSE
6/24/2016,93.4,1603,0.0445,75311360,34.9563,-0.3572,46.74674675,5.233139703,17.84779412,"6,800.00","121,365.00",2,FALSE
6/23/2016,96.1,1686,0.0915,32240188,44.2274,-0.2303,48.0980981,5.384418902,17.84779412,"6,800.00","121,365.00",2,TRUE
6/22/2016,95.55,2244,0.079,29219122,41.2817,-0.2784,47.82282282,5.353602769,17.84779412,"6,800.00","121,365.00",2,FALSE
6/21/2016,95.91,2264,0.1092,35546360,42.6508,-0.2714,48.003003,5.373773328,17.84779412,"6,800.00","121,365.00",2,TRUE
6/20/2016,95.1,1408,0.0675,34411900,38.381,-0.2711,47.5975976,5.328389569,17.84779412,"6,800.00","121,365.00",2,FALSE
6/17/2016,95.33,1879,0.0589,61008220,39.1496,-0.1631,47.71271271,5.341276315,17.84779412,"6,800.00","121,365.00",2,FALSE
6/16/2016,97.55,2226,0.0894,31326816,47.7125,0.0008,48.82382382,5.465661435,17.84779412,"6,800.00","121,365.00",2,TRUE
6/15/2016,97.14,2798,0.0579,29445228,45.6747,0.0367,48.61861862,5.442689408,17.84779412,"6,800.00","121,365.00",2,FALSE
6/14/2016,97.46,5831,0.0444,31931944,47.0023,0.1335,48.77877878,5.460618795,17.84779412,"6,800.00","121,365.00",2,TRUE
6/13/2016,97.34,1664,0.0522,38020496,46.4604,0.245,48.71871872,5.453895275,17.84779412,"6,800.00","121,365.00",2,FALSE
6/10/2016,98.83,1854,0.1086,31712936,52.6692,0.4159,49.46446446,5.537378981,17.84779412,"6,800.00","121,365.00",2,FALSE
6/9/2016,99.65,2135,0.0998,26601354,56.5298,0.5044,49.87487487,5.583323034,17.84779412,"6,800.00","121,365.00",2,TRUE
6/8/2016,98.94,1903,0.0651,20848132,53.8076,0.5235,49.51951952,5.543542207,17.84779412,"6,800.00","121,365.00",2,FALSE
6/7/2016,99.03,1571,0.1709,22409450,54.2071,0.5881,49.56456456,5.548584847,17.84779412,"6,800.00","121,365.00",2,TRUE
6/6/2016,98.63,902,0.0663,23292504,52.7594,0.6403,49.36436436,5.526173114,17.84779412,"6,800.00","121,365.00",2,TRUE
6/3/2016,97.92,2447,0.0738,28504888,50.1624,0.7204,49.00900901,5.486392288,17.84779412,"6,800.00","121,365.00",2,TRUE
6/2/2016,97.72,2387,0.107,40191600,49.4354,0.8721,48.90890891,5.475186421,17.84779412,"6,800.00","121,365.00",2,FALSE
6/1/2016,98.46,1873,0.1138,29173284,52.044,1.076,49.27927928,5.516648128,17.84779412,"6,800.00","121,365.00",2,FALSE
5/31/2016,99.86,1383,0.0663,42307212,57.3615,1.2539,49.97997998,5.595089194,17.84779412,"6,800.00","121,365.00",2,FALSE
5/27/2016,100.35,2018,0.1252,36341240,59.3316,1.3118,50.22522523,5.622543567,17.84779412,"6,800.00","121,365.00",2,FALSE
5/26/2016,100.41,2281,0.0883,56331160,59.5643,1.2709,50.25525526,5.625905327,17.84779412,"6,800.00","121,365.00",2,TRUE
5/25/2016,99.62,2531,0.0788,38642108,57.5284,1.1241,49.85985986,5.581642154,17.84779412,"6,800.00","121,365.00",2,TRUE
5/24/2016,97.9,2571,0.2386,35140176,52.7154,0.9119,48.998999,5.485271701,17.84779412,"6,800.00","121,365.00",2,TRUE
5/23/2016,96.43,1353,0.2703,38018644,48.0427,0.7119,48.26326326,5.402908582,17.84779412,"6,800.00","121,365.00",2,TRUE
5/20/2016,95.22,2153,0.1261,32025968,43.7977,0.5259,47.65765766,5.335113089,17.84779412,"6,800.00","121,365.00",2,TRUE
5/19/2016,94.2,2836,0.1275,30442100,39.9577,0.354,47.14714715,5.277963169,17.84779412,"6,800.00","121,365.00",2,FALSE
5/18/2016,94.56,2770,0.4105,42062392,40.8729,0.2015,47.32732733,5.298133729,17.84779412,"6,800.00","121,365.00",2,TRUE
5/17/2016,93.49,4009,0.3366,46916940,36.883,-0.0466,46.79179179,5.238182343,17.84779412,"6,800.00","121,365.00",2,FALSE
5/16/2016,93.88,1533,0.3455,61259756,37.745,-0.2801,46.98698699,5.260033782,17.84779412,"6,800.00","121,365.00",2,TRUE
5/13/2016,90.52,3829,0.3131,44392764,23.4273,-0.6195,45.30530531,5.071775223,17.84779412,"6,800.00","121,365.00",2,TRUE
5/12/2016,90.34,1989,0.0917,76314688,22.5411,-0.7188,45.21521522,5.061689944,17.84779412,"6,800.00","121,365.00",2,FALSE
5/11/2016,92.51,1938,0.1043,28719108,25.896,-0.7527,46.3013013,5.183273596,17.84779412,"6,800.00","121,365.00",2,FALSE
5/10/2016,93.42,2276,0.1567,33686836,27.4892,-0.9213,46.75675676,5.234260289,17.84779412,"6,800.00","121,365.00",2,TRUE
5/9/2016,92.79,1551,0.0919,32936436,24.5033,-1.1652,46.44144144,5.198961809,17.84779412,"6,800.00","121,365.00",2,TRUE
5/6/2016,92.72,2552,0.1222,43699888,24.1812,-1.3553,46.40640641,5.195039756,17.84779412,"6,800.00","121,365.00",2,FALSE
5/5/2016,93.24,2323,0.185,35890500,24.9145,-1.5051,46.66666667,5.224175009,17.84779412,"6,800.00","121,365.00",2,FALSE
5/4/2016,94.19,2755,0.1361,41025476,26.2657,-1.6429,47.14214214,5.277402876,17.84779412,"6,800.00","121,365.00",2,FALSE
5/3/2016,95.18,2103,-0.1484,56831276,27.7204,-1.7993,47.63763764,5.332871915,17.84779412,"6,800.00","121,365.00",2,TRUE
5/2/2016,93.64,948,0.0997,48160104,21.4351,-1.9824,46.86686687,5.246586742,17.84779412,"6,800.00","121,365.00",2,FALSE
4/29/2016,93.74,3273,-0.1157,68531480,21.548,-1.9418,46.91691692,5.252189676,17.84779412,"6,800.00","121,365.00",2,FALSE
4/28/2016,94.83,4830,0.2756,82242688,22.7624,-1.7218,47.46246246,5.313261649,17.84779412,"6,800.00","121,365.00",2,FALSE
4/27/2016,97.82,6402,0.5352,114602144,26.5776,-1.3418,48.95895896,5.480789354,17.84779412,"6,800.00","121,365.00",2,FALSE
4/26/2016,104.35,2600,0.3129,56016164,40.2635,-0.9381,52.22722723,5.846660899,17.84779412,"6,800.00","121,365.00",2,FALSE
4/25/2016,105.08,1524,0.2301,28031588,42.5372,-0.8955,52.59259259,5.887562312,17.84779412,"6,800.00","121,365.00",2,FALSE
4/22/2016,105.68,2773,0.1042,33683120,44.4532,-0.8457,52.89289289,5.921179912,17.84779412,"6,800.00","121,365.00",2,FALSE
4/21/2016,105.97,2035,0.1207,31552524,45.3704,-0.7784,53.03803804,5.937428418,17.84779412,"6,800.00","121,365.00",2,FALSE
4/20/2016,107.13,2922,0.1298,30611030,49.1358,-0.6605,53.61861862,6.002422445,17.84779412,"6,800.00","121,365.00",2,TRUE
4/19/2016,106.91,2991,0.0785,32384880,48.3814,-0.5629,53.50850851,5.990095991,17.84779412,"6,800.00","121,365.00",2,FALSE
4/18/2016,107.48,1670,0.1261,60821460,50.1718,-0.3679,53.79379379,6.022032711,17.84779412,"6,800.00","121,365.00",2,FALSE
4/15/2016,109.85,2759,0.1645,46938968,58.535,-0.1162,54.97997998,6.15482223,17.84779412,"6,800.00","121,365.00",2,FALSE
4/14/2016,112.1,1918,0.2286,25473924,68.6184,0.0201,56.10610611,6.28088823,17.84779412,"6,800.00","121,365.00",2,TRUE
4/13/2016,112.04,2155,0.2755,33257316,68.4839,-0.0271,56.07607608,6.27752647,17.84779412,"6,800.00","121,365.00",2,TRUE
4/12/2016,110.44,1798,0.1745,27232324,64.7442,-0.1281,55.27527528,6.187879537,17.84779412,"6,800.00","121,365.00",2,TRUE
4/11/2016,109.02,1320,0.1636,29407518,60.9228,-0.1494,54.56456456,6.108317884,17.84779412,"6,800.00","121,365.00",2,TRUE
4/8/2016,108.66,2196,-0.1616,23581740,59.8996,-0.0609,54.38438438,6.088147324,17.84779412,"6,800.00","121,365.00",2,TRUE
4/7/2016,108.54,2289,0.1207,31801870,59.5719,0.087,54.32432432,6.081423804,17.84779412,"6,800.00","121,365.00",2,FALSE
4/6/2016,110.96,2726,0.1647,26404076,70.3337,0.2927,55.53553554,6.21701479,17.84779412,"6,800.00","121,365.00",2,TRUE
4/5/2016,109.81,2278,0.1906,26578652,67.764,0.3151,54.95995996,6.152581057,17.84779412,"6,800.00","121,365.00",2,FALSE
4/4/2016,111.12,1350,0.1578,37356204,74.5991,0.4077,55.61561562,6.225979483,17.84779412,"6,800.00","121,365.00",2,TRUE
4/1/2016,109.99,3350,0.0805,25873950,72.3665,0.3553,55.05005005,6.162666337,17.84779412,"6,800.00","121,365.00",2,TRUE
3/31/2016,108.99,3428,0.1149,25888448,70.2153,0.3258,54.54954955,6.106637004,17.84779412,"6,800.00","121,365.00",2,FALSE
3/30/2016,109.56,3698,0.101,45601148,73.2328,0.3234,54.83483483,6.138573724,17.84779412,"6,800.00","121,365.00",2,TRUE
3/29/2016,107.68,4379,-0.2774,31190084,69.1759,0.2057,53.89389389,6.033238578,17.84779412,"6,800.00","121,365.00",2,TRUE
3/28/2016,105.19,1138,0.1231,19411372,62.1138,0.1646,52.64764765,5.893725539,17.84779412,"6,800.00","121,365.00",2,FALSE
3/24/2016,105.67,2847,0.0828,26132956,64.77,0.3118,32.8269649,5.853753116,18.05166667,"6,600.00","119,141.00",3.22,FALSE
3/23/2016,106.13,4053,0.1342,25703496,67.3324,0.4456,32.96986642,5.879235528,18.05166667,"6,600.00","119,141.00",3.22,FALSE
3/22/2016,106.72,10284,0.1501,32444376,70.6618,0.5499,33.15315315,5.91191949,18.05166667,"6,600.00","119,141.00",3.22,TRUE
3/21/2016,105.91,2225,0.3762,35502680,68.688,0.5868,32.90152221,5.867048287,18.05166667,"6,600.00","119,141.00",3.22,FALSE
3/18/2016,105.92,2389,0.0875,44205172,68.741,0.6574,32.90462877,5.867602253,18.05166667,"6,600.00","119,141.00",3.22,TRUE
3/17/2016,105.8,2329,0.1607,34420704,68.4698,0.6949,32.86735011,5.860954667,18.05166667,"6,600.00","119,141.00",3.22,FALSE
3/16/2016,105.97,2663,0.11,38303492,69.2602,0.6918,32.92016154,5.87037208,18.05166667,"6,600.00","119,141.00",3.22,TRUE
3/15/2016,104.58,1963,0.1205,40067736,66.3072,0.5972,32.48835042,5.79337088,18.05166667,"6,600.00","119,141.00",3.22,TRUE
3/14/2016,102.52,1236,0.1113,25076062,61.1745,0.526,31.84840012,5.679253993,18.05166667,"6,600.00","119,141.00",3.22,TRUE
3/11/2016,102.26,3169,0.1526,27408236,60.4688,0.5684,31.7676297,5.664850891,18.05166667,"6,600.00","119,141.00",3.22,TRUE
3/10/2016,101.17,1856,0.1132,33513576,57.4583,0.6072,31.42901522,5.604468655,18.05166667,"6,600.00","119,141.00",3.22,TRUE
3/9/2016,101.12,2053,0.0541,27201684,57.3198,0.7236,31.41348245,5.601698827,18.05166667,"6,600.00","119,141.00",3.22,TRUE
3/8/2016,101.03,2643,-0.2433,31561888,57.0864,0.8502,31.38552345,5.596713138,18.05166667,"6,600.00","119,141.00",3.22,FALSE
3/7/2016,101.87,1279,0.0494,35915808,59.9269,0.9895,31.64647406,5.643246238,18.05166667,"6,600.00","119,141.00",3.22,FALSE
3/4/2016,103.01,3021,0.064,46055100,63.9361,1.0454,32.00062131,5.706398301,18.05166667,"6,600.00","119,141.00",3.22,TRUE
3/3/2016,101.5,2440,0.0503,36955744,60.7025,0.937,31.53153153,5.622749515,18.05166667,"6,600.00","119,141.00",3.22,TRUE
3/2/2016,100.75,3237,-0.0545,33169560,59.0073,0.849,31.29853992,5.581202105,18.05166667,"6,600.00","119,141.00",3.22,TRUE
3/1/2016,100.53,3388,-0.1746,50407148,58.5199,0.727,31.23019571,5.569014865,18.05166667,"6,600.00","119,141.00",3.22,TRUE
2/29/2016,96.69,1506,0.0767,35216276,48.6187,0.5099,30.03727866,5.356292124,18.05166667,"6,600.00","119,141.00",3.22,FALSE
2/26/2016,96.91,4277,-0.1726,28991132,49.2441,0.5306,30.10562286,5.368479365,18.05166667,"6,600.00","119,141.00",3.22,TRUE
2/25/2016,96.76,3775,-0.046,27582660,48.8273,0.5175,30.05902454,5.360169883,18.05166667,"6,600.00","119,141.00",3.22,TRUE
2/24/2016,96.1,3381,-0.0514,36255744,47.0512,0.491,29.85399192,5.323608162,18.05166667,"6,600.00","119,141.00",3.22,TRUE
2/23/2016,94.69,4070,-0.0957,31942632,43.136,0.4993,29.41596769,5.245499031,18.05166667,"6,600.00","119,141.00",3.22,FALSE
2/22/2016,96.88,2634,0.1068,34280760,48.2854,0.6404,30.0963032,5.366817468,18.05166667,"6,600.00","119,141.00",3.22,TRUE
2/19/2016,96.04,5062,0.0773,35374172,45.989,0.617,29.83535259,5.320284369,18.05166667,"6,600.00","119,141.00",3.22,FALSE
2/18/2016,96.26,5673,0.0461,39020984,46.4911,0.644,29.9036968,5.332471609,18.05166667,"6,600.00","119,141.00",3.22,FALSE
2/17/2016,98.12,3838,0.0872,44863244,50.8492,0.6432,30.481516,5.435509187,18.05166667,"6,600.00","119,141.00",3.22,TRUE
2/16/2016,96.64,1732,0.1147,49057916,47.1916,0.4338,30.02174588,5.353522297,18.05166667,"6,600.00","119,141.00",3.22,TRUE
2/12/2016,93.99,1332,0.0871,40351380,39.7352,0.2513,29.19850885,5.206721448,18.05166667,"6,600.00","119,141.00",3.22,TRUE
2/11/2016,93.7,1392,0.091,50074712,38.8579,0.2477,29.10841876,5.190656449,18.05166667,"6,600.00","119,141.00",3.22,FALSE
2/10/2016,94.27,1335,0.0755,42343600,39.9185,0.2905,29.28549239,5.222232481,18.05166667,"6,600.00","119,141.00",3.22,FALSE
2/9/2016,94.99,1637,0.1691,44331196,41.2387,0.3172,29.50916434,5.262117995,18.05166667,"6,600.00","119,141.00",3.22,FALSE
2/8/2016,95.01,1132,0.1263,54021376,41.2739,0.3015,29.51537745,5.263225926,18.05166667,"6,600.00","119,141.00",3.22,TRUE
2/5/2016,94.02,1817,-0.1049,46418064,38.8752,0.2921,29.20782852,5.208383344,18.05166667,"6,600.00","119,141.00",3.22,FALSE
2/4/2016,96.6,2104,0.1111,46471652,43.1392,0.3973,30.00931966,5.351306435,18.05166667,"6,600.00","119,141.00",3.22,TRUE
2/3/2016,96.35,2625,0.1986,45964296,42.5724,0.3143,29.93165579,5.337457298,18.05166667,"6,600.00","119,141.00",3.22,TRUE
2/2/2016,94.48,2800,0.2252,37357216,38.3009,0.2275,29.35073004,5.233865756,18.05166667,"6,600.00","119,141.00",3.22,FALSE
2/1/2016,96.43,1369,0.1112,40943540,41.2735,0.308,29.95650823,5.341889022,18.05166667,"6,600.00","119,141.00",3.22,FALSE
1/29/2016,97.34,3035,0.2635,64416504,42.71,0.2605,30.23920472,5.39229988,18.05166667,"6,600.00","119,141.00",3.22,TRUE
1/28/2016,94.09,4635,0.4238,55678824,35.2349,0.1198,29.2295744,5.212261102,18.05166667,"6,600.00","119,141.00",3.22,TRUE
1/27/2016,93.42,5936,0.6172,133369672,33.5758,0.2667,29.02143523,5.175145416,18.05166667,"6,600.00","119,141.00",3.22,FALSE
1/26/2016,99.99,2624,0.1454,75077000,43.7902,0.5979,31.06244175,5.539100729,18.05166667,"6,600.00","119,141.00",3.22,TRUE
1/25/2016,99.44,1569,0.0741,51794524,42.4288,0.4592,30.89158124,5.508632629,18.05166667,"6,600.00","119,141.00",3.22,FALSE
1/22/2016,101.42,2331,0.1238,65800468,46.1668,0.3095,31.50667909,5.618317792,18.05166667,"6,600.00","119,141.00",3.22,TRUE
1/21/2016,96.3,2315,0.0541,52161464,31.7232,-0.101,29.91612302,5.334687471,18.05166667,"6,600.00","119,141.00",3.22,FALSE
1/20/2016,96.79,2113,0.0607,72334416,32.498,-0.1693,30.06834421,5.361831779,18.05166667,"6,600.00","119,141.00",3.22,TRUE
1/19/2016,96.66,1680,0.0854,53087748,32.0894,-0.2576,30.02795899,5.354630228,18.05166667,"6,600.00","119,141.00",3.22,FALSE
1/15/2016,97.13,2087,0.1003,79833888,32.7551,-0.3078,30.17396707,5.380666605,18.05166667,"6,600.00","119,141.00",3.22,FALSE
1/14/2016,99.52,1893,0.0937,63170128,36.3121,-0.355,30.91643368,5.513064352,18.05166667,"6,600.00","119,141.00",3.22,TRUE
1/13/2016,97.39,2372,0.1886,62439632,30.0234,-0.5902,30.2547375,5.395069707,18.05166667,"6,600.00","119,141.00",3.22,FALSE
1/12/2016,99.96,2629,0.2036,49154228,33.7581,-0.6467,31.05312209,5.537438833,18.05166667,"6,600.00","119,141.00",3.22,TRUE
1/11/2016,98.53,2097,0.3041,49739376,29.2083,-0.894,30.60888475,5.458221771,18.05166667,"6,600.00","119,141.00",3.22,TRUE
1/8/2016,96.96,2914,0.1809,70798016,23.8782,-1.0202,30.12115564,5.371249192,18.05166667,"6,600.00","119,141.00",3.22,TRUE
1/7/2016,96.45,3508,-0.3025,81094432,22.1091,-0.9316,29.96272134,5.342996953,18.05166667,"6,600.00","119,141.00",3.22,FALSE
1/6/2016,100.7,3957,-0.2607,68457392,26.9567,-0.6193,31.28300715,5.578432278,18.05166667,"6,600.00","119,141.00",3.22,FALSE
1/5/2016,102.71,2051,0.2296,55790992,29.8288,-0.4644,31.90742467,5.689779337,18.05166667,"6,600.00","119,141.00",3.22,FALSE
1/4/2016,105.35,1229,0.1418,67649384,34.284,-0.3476,32.72755514,5.836026221,18.05166667,"6,600.00","119,141.00",3.22,TRUE
12/31/2015,105.26,1745,-0.2892,40912316,33.9718,-0.3672,32.69959615,5.831040532,18.05166667,"6,600.00","119,141.00",3.22,FALSE
12/30/2015,107.32,1992,-0.1525,25213776,37.787,-0.3261,33.33954644,5.945157419,18.05166667,"6,600.00","119,141.00",3.22,FALSE
12/29/2015,108.74,1478,0.2206,30931244,40.7136,-0.4119,33.78067723,6.023820515,18.05166667,"6,600.00","119,141.00",3.22,TRUE
12/28/2015,106.82,937,0.0917,26704210,34.3274,-0.629,33.1842187,5.917459145,18.05166667,"6,600.00","119,141.00",3.22,FALSE
12/24/2015,108.03,2000,0.1414,13596680,36.6369,-0.6989,57.52396166,6.139380947,17.59623664,"6,271.00","110,346.00",1.88,FALSE
12/23/2015,108.61,2213,0.0818,32657354,37.7678,-0.8489,57.83280085,6.172342541,17.59623664,"6,271.00","110,346.00",1.88,TRUE
12/22/2015,107.23,2627,0.2264,32789368,33.2128,-1.0526,57.09797657,6.09391668,17.59623664,"6,271.00","110,346.00",1.88,FALSE
12/21/2015,107.33,1685,0.3641,47590608,33.3772,-1.1286,57.15122471,6.099599714,17.59623664,"6,271.00","110,346.00",1.88,TRUE
12/18/2015,106.03,2872,0.0994,96453328,29.1438,-1.1489,56.45899894,6.02572028,17.59623664,"6,271.00","110,346.00",1.88,FALSE
12/17/2015,108.98,1894,0.1113,44772828,33.6492,-0.9402,58.02981896,6.193369764,17.59623664,"6,271.00","110,346.00",1.88,FALSE
12/16/2015,111.34,2228,0.1432,56238468,38.0149,-0.8206,59.28647497,6.327489352,17.59623664,"6,271.00","110,346.00",1.88,TRUE
12/15/2015,110.49,2704,0.1908,53323104,35.2033,-0.7963,58.83386581,6.279183568,17.59623664,"6,271.00","110,346.00",1.88,FALSE
12/14/2015,112.48,1504,0.1594,65003608,39.0544,-0.6025,59.89350373,6.392275932,17.59623664,"6,271.00","110,346.00",1.88,FALSE
12/11/2015,113.18,2407,0.2308,46886160,40.5015,-0.4464,60.26624068,6.432057166,17.59623664,"6,271.00","110,346.00",1.88,FALSE
12/10/2015,116.17,2772,0.076,29212728,47.4799,-0.2343,61.85835996,6.601979863,17.59623664,"6,271.00","110,346.00",1.88,TRUE
12/9/2015,115.62,2873,0.0329,46361356,45.8874,-0.1855,61.56549521,6.57072318,17.59623664,"6,271.00","110,346.00",1.88,FALSE
12/8/2015,118.23,2152,0.0518,34309448,52.9642,-0.0416,62.95527157,6.719050351,17.59623664,"6,271.00","110,346.00",1.88,FALSE
12/7/2015,118.28,1366,0.1386,32084248,53.1099,-0.0805,62.98189563,6.721891867,17.59623664,"6,271.00","110,346.00",1.88,FALSE
12/4/2015,119.03,2178,0.1511,57776976,55.226,-0.1472,63.38125666,6.764514618,17.59623664,"6,271.00","110,346.00",1.88,TRUE
12/3/2015,115.2,1895,0.1915,41569508,44.7961,-0.3244,61.34185304,6.54685444,17.59623664,"6,271.00","110,346.00",1.88,FALSE
12/2/2015,116.28,2005,0.1726,33386564,47.7059,-0.1973,61.91693291,6.6082312,17.59623664,"6,271.00","110,346.00",1.88,FALSE
12/1/2015,117.34,2238,0.1257,34852376,50.7078,-0.0962,62.48136315,6.668471354,17.59623664,"6,271.00","110,346.00",1.88,FALSE
11/30/2015,118.3,1369,0.2394,39180320,53.5412,-0.0439,62.99254526,6.723028474,17.59623664,"6,271.00","110,346.00",1.88,TRUE
11/27/2015,117.81,1412,0.1095,13046445,52.2773,-0.064,62.73162939,6.695181611,17.59623664,"6,271.00","110,346.00",1.88,FALSE
11/25/2015,118.03,2075,0.0978,21388308,52.877,-0.0505,62.84877529,6.707684284,17.59623664,"6,271.00","110,346.00",1.88,FALSE
11/24/2015,118.88,1934,0.0889,42803172,55.1466,-0.0568,63.30138445,6.755990068,17.59623664,"6,271.00","110,346.00",1.88,TRUE
11/23/2015,117.75,1209,0.1232,32482528,52.6371,-0.1588,62.69968051,6.691771791,17.59623664,"6,271.00","110,346.00",1.88,FALSE
11/20/2015,119.3,1994,0.1414,34287096,56.676,-0.2033,63.52502662,6.779858808,17.59623664,"6,271.00","110,346.00",1.88,TRUE
11/19/2015,118.78,2389,0.215,43295820,55.615,-0.426,63.24813632,6.750307034,17.59623664,"6,271.00","110,346.00",1.88,TRUE
11/18/2015,117.29,2280,0.1594,46674696,52.5214,-0.7042,62.45473908,6.665629837,17.59623664,"6,271.00","110,346.00",1.88,TRUE
11/17/2015,113.69,2171,0.096,27616940,43.7211,-0.9506,60.53780618,6.461040636,17.59623664,"6,271.00","110,346.00",1.88,FALSE
11/16/2015,114.175,1455,0.0915,38106700,44.759,-0.9133,60.79605964,6.488603348,17.59623664,"6,271.00","110,346.00",1.88,TRUE
11/13/2015,112.34,2451,0.0985,45812404,39.7328,-0.8459,59.81895634,6.384319685,17.59623664,"6,271.00","110,346.00",1.88,FALSE
11/12/2015,115.72,2956,0.0624,32525580,47.0557,-0.5032,61.61874334,6.576406213,17.59623664,"6,271.00","110,346.00",1.88,FALSE
11/11/2015,116.11,3733,0.2115,45217972,48.0036,-0.284,61.82641108,6.598570043,17.59623664,"6,271.00","110,346.00",1.88,FALSE
11/10/2015,116.77,2806,0.0458,59127932,49.5729,0.0225,62.17784878,6.636078064,17.59623664,"6,271.00","110,346.00",1.88,FALSE
11/9/2015,120.57,1528,0.1,33871404,60.0719,0.414,64.20127796,6.852033332,17.59623664,"6,271.00","110,346.00",1.88,FALSE
11/6/2015,121.06,2148,0.148,33042284,61.6349,0.5889,64.46219382,6.879880195,17.59623664,"6,271.00","110,346.00",1.88,TRUE
11/5/2015,120.92,2316,0.1126,39552680,61.3683,0.742,64.38764643,6.871923948,17.59623664,"6,271.00","110,346.00",1.88,FALSE
11/4/2015,122,2250,0.075,44886048,64.584,0.9137,64.9627263,6.933300709,17.59623664,"6,271.00","110,346.00",1.88,FALSE
11/3/2015,122.57,1996,0.1591,45518976,66.2863,0.9794,65.26624068,6.965693999,17.59623664,"6,271.00","110,346.00",1.88,TRUE
11/2/2015,121.18,1319,0.0762,32203268,64.1464,0.9257,64.52609159,6.886699835,17.59623664,"6,271.00","110,346.00",1.88,TRUE
10/30/2015,119.5,2614,0.2539,49365256,61.3965,0.8891,63.6315229,6.791224874,17.59623664,"6,271.00","110,346.00",1.88,FALSE
10/29/2015,120.53,3706,0.4025,51227336,64.1997,0.9156,64.1799787,6.849760118,17.59623664,"6,271.00","110,346.00",1.88,TRUE
10/28/2015,119.27,4883,0.7629,85551352,62.2414,0.7681,63.50905218,6.778153898,17.59623664,"6,271.00","110,346.00",1.88,TRUE
10/27/2015,114.55,3082,0.2943,69884400,53.3685,0.5916,60.99574015,6.509914723,17.59623664,"6,271.00","110,346.00",1.88,FALSE
10/26/2015,115.28,1721,0.135,66333780,55.2325,0.7388,61.38445154,6.551400866,17.59623664,"6,271.00","110,346.00",1.88,FALSE
10/23/2015,119.08,2889,0.1139,59366912,66.4509,0.8374,63.40788072,6.767356134,17.59623664,"6,271.00","110,346.00",1.88,TRUE
10/22/2015,115.5,2859,0.1353,41654088,59.2016,0.5402,61.50159744,6.56390354,17.59623664,"6,271.00","110,346.00",1.88,TRUE
10/21/2015,113.76,2753,0.1343,42326976,54.793,0.3909,60.57507987,6.465018759,17.59623664,"6,271.00","110,346.00",1.88,FALSE
10/20/2015,113.77,2679,0.1753,48967764,54.8246,0.3047,60.58040469,6.465587063,17.59623664,"6,271.00","110,346.00",1.88,TRUE
10/19/2015,111.73,1537,0.0779,29759152,49.281,0.1497,59.49414271,6.349653182,17.59623664,"6,271.00","110,346.00",1.88,TRUE
10/16/2015,111.04,2197,0.1309,39232608,47.2479,0.1075,59.12673056,6.310440252,17.59623664,"6,271.00","110,346.00",1.88,FALSE
10/15/2015,111.86,2550,0.0981,37673452,49.4347,0.1122,59.56336528,6.357041125,17.59623664,"6,271.00","110,346.00",1.88,TRUE
10/14/2015,110.21,2443,0.1123,44462448,44.6479,0.0377,58.68477103,6.263271075,17.59623664,"6,271.00","110,346.00",1.88,FALSE
