Date,Last Price  (R1),News Publication Count  (R2),News Sentiment - Daily Average  (L1),Volume,RSI (14),Diff,P/E,P/B,BVPS,Shs Out(mil),BV,EPS,Correction
4/20/2017,142.44,2468,0.2518,23319562,56.3973,-0.5199,70.44510386,9.270493365,15.36487805,"8,200.00","125,992.00",2.02,TRUE
4/19/2017,140.68,1918,0.1591,17328376,47.5406,-0.6369,69.57467854,9.155946409,15.36487805,"8,200.00","125,992.00",2.02,FALSE
4/18/2017,141.2,1518,0.3485,14697544,50.3462,-0.6109,69.83184965,9.189789828,15.36487805,"8,200.00","125,992.00",2.02,FALSE
4/17/2017,141.83,786,0.1278,16582094,53.9266,-0.5933,70.14342235,9.230792431,15.36487805,"8,200.00","125,992.00",2.02,TRUE
4/13/2017,141.05,1736,0.2353,17822880,49.8244,-0.604,69.75766568,9.180027303,15.36487805,"8,200.00","125,992.00",2.02,FALSE
4/12/2017,141.8,1966,0.1517,20350000,54.1273,-0.5176,70.12858556,9.228839926,15.36487805,"8,200.00","125,992.00",2.02,TRUE
4/11/2017,141.63,1792,0.2882,30379376,53.2781,-0.4414,70.04451039,9.217775732,15.36487805,"8,200.00","125,992.00",2.02,FALSE
4/10/2017,143.17,926,-0.0786,18933396,63.1057,-0.2962,70.80613254,9.318004318,15.36487805,"8,200.00","125,992.00",2.02,FALSE
4/7/2017,143.34,1697,0.1671,16672198,64.3219,-0.2286,70.89020772,9.329068512,15.36487805,"8,200.00","125,992.00",2.02,FALSE
4/6/2017,143.66,1760,-0.2283,21149034,66.5642,-0.1523,71.04846686,9.349895231,15.36487805,"8,200.00","125,992.00",2.02,FALSE
4/5/2017,144.02,2090,0.2041,27717854,69.0799,-0.0843,71.22650841,9.37332529,15.36487805,"8,200.00","125,992.00",2.02,FALSE
4/4/2017,144.77,2055,0.2472,19891354,74.5289,-0.04,71.59742829,9.422137914,15.36487805,"8,200.00","125,992.00",2.02,TRUE
4/3/2017,143.7,1303,0.4568,19985714,71.5566,-0.0773,71.06824926,9.352498571,15.36487805,"8,200.00","125,992.00",2.02,TRUE
3/31/2017,143.66,2064,0.4007,19661652,71.441,-0.0564,44.64263518,8.680782153,16.5492,"7,500.00","124,119.00",3.22,FALSE
3/30/2017,143.93,2680,0.1658,21207252,73.3097,-0.0496,44.72653822,8.697097141,16.5492,"7,500.00","124,119.00",3.22,FALSE
3/29/2017,144.12,2324,0.196,29189956,74.5846,-0.0976,44.78558111,8.708578058,16.5492,"7,500.00","124,119.00",3.22,TRUE
3/28/2017,143.8,2298,0.1107,33374804,73.8741,-0.221,44.68614046,8.689241776,16.5492,"7,500.00","124,119.00",3.22,TRUE
3/27/2017,140.88,1282,0.1444,23575094,65.7639,-0.403,43.77874456,8.512798202,16.5492,"7,500.00","124,119.00",3.22,TRUE
3/24/2017,140.64,2432,0.1411,22395564,64.9331,-0.3992,43.70416408,8.49829599,16.5492,"7,500.00","124,119.00",3.22,FALSE
3/23/2017,140.92,2176,0.1074,20346300,66.6862,-0.3737,43.79117464,8.515215237,16.5492,"7,500.00","124,119.00",3.22,FALSE
3/22/2017,141.42,4349,0.2779,25860164,69.8116,-0.3699,43.94655065,8.545428178,16.5492,"7,500.00","124,119.00",3.22,TRUE
3/21/2017,139.84,2397,0.1671,39529912,64.9981,-0.425,43.45556246,8.449955285,16.5492,"7,500.00","124,119.00",3.22,FALSE
3/20/2017,141.46,990,0.322,21542038,76.6314,-0.359,43.95898073,8.547845213,16.5492,"7,500.00","124,119.00",3.22,TRUE
3/17/2017,139.99,1736,0.2059,43884952,72.4815,-0.4327,43.50217526,8.459019167,16.5492,"7,500.00","124,119.00",3.22,FALSE
3/16/2017,140.69,1468,0.2501,19231998,78.658,-0.4097,43.71970168,8.501317284,16.5492,"7,500.00","124,119.00",3.22,TRUE
3/15/2017,140.46,1582,0.1574,25691774,78.0883,-0.457,43.64822871,8.487419331,16.5492,"7,500.00","124,119.00",3.22,TRUE
3/14/2017,138.99,1552,0.1561,15309065,73.9636,-0.5191,43.19142324,8.398593285,16.5492,"7,500.00","124,119.00",3.22,FALSE
3/13/2017,139.2,742,0.0396,17421716,75.8578,-0.4751,43.25668117,8.411282721,16.5492,"7,500.00","124,119.00",3.22,TRUE
3/10/2017,139.14,1744,0.1176,19612800,75.6926,-0.4387,43.23803605,8.407657168,16.5492,"7,500.00","124,119.00",3.22,TRUE
3/9/2017,138.68,2308,0.0763,22155904,74.4482,-0.3913,43.09509012,8.379861262,16.5492,"7,500.00","124,119.00",3.22,FALSE
3/8/2017,139,2527,0.0276,18707236,76.9945,-0.2915,43.19453076,8.399197544,16.5492,"7,500.00","124,119.00",3.22,FALSE
3/7/2017,139.52,1343,0.3249,17446296,81.1842,-0.1971,43.35612181,8.430619003,16.5492,"7,500.00","124,119.00",3.22,TRUE
3/6/2017,139.34,762,0.2986,21750044,80.8492,-0.1408,43.30018645,8.419742344,16.5492,"7,500.00","124,119.00",3.22,FALSE
3/3/2017,139.78,1613,0.1548,21571120,84.2538,-0.0793,43.43691734,8.446329732,16.5492,"7,500.00","124,119.00",3.22,TRUE
3/2/2017,138.96,1532,0.1288,26210984,83.0162,-0.0783,43.18210068,8.396780509,16.5492,"7,500.00","124,119.00",3.22,FALSE
3/1/2017,139.79,1887,0.1592,36414584,89.6381,-0.046,43.44002486,8.446933991,16.5492,"7,500.00","124,119.00",3.22,TRUE
2/28/2017,136.99,2038,0.2779,23482860,86.1864,-0.1346,42.5699192,8.277741522,16.5492,"7,500.00","124,119.00",3.22,TRUE
2/27/2017,136.93,1604,0.0679,20257426,86.0942,-0.0393,42.55127408,8.274115969,16.5492,"7,500.00","124,119.00",3.22,TRUE
2/24/2017,136.66,2101,0.1547,21776584,85.6954,0.0618,42.46737104,8.257800981,16.5492,"7,500.00","124,119.00",3.22,TRUE
2/23/2017,136.53,1894,0.1226,20788186,85.5096,0.1852,42.42697328,8.249945617,16.5492,"7,500.00","124,119.00",3.22,FALSE
2/22/2017,137.11,1888,0.3054,20836932,90.3729,0.3196,42.60720945,8.284992628,16.5492,"7,500.00","124,119.00",3.22,TRUE
2/21/2017,136.7,1421,0.151,24507156,89.9996,0.3888,42.47980112,8.260218017,16.5492,"7,500.00","124,119.00",3.22,TRUE
2/17/2017,135.72,1709,0.1595,22198196,89.0578,0.4502,42.17526414,8.201000653,16.5492,"7,500.00","124,119.00",3.22,TRUE
2/16/2017,135.345,1989,0.2923,22584556,88.6789,0.5533,42.05873213,8.178340947,16.5492,"7,500.00","124,119.00",3.22,FALSE
2/15/2017,135.51,2676,0.3579,35623100,89.9513,0.6545,42.11000622,8.188311217,16.5492,"7,500.00","124,119.00",3.22,TRUE
2/14/2017,135.02,2711,0.528,33226224,89.5373,0.6913,41.95773773,8.158702535,16.5492,"7,500.00","124,119.00",3.22,TRUE
2/13/2017,133.29,1307,0.1132,23035420,87.9035,0.6911,41.42013673,8.05416576,16.5492,"7,500.00","124,119.00",3.22,TRUE
2/10/2017,132.12,1773,0.2027,20065458,86.5883,0.7608,41.05655687,7.983467479,16.5492,"7,500.00","124,119.00",3.22,FALSE
2/9/2017,132.42,1794,0.1126,28349860,88.8894,0.8817,41.14978247,8.001595243,16.5492,"7,500.00","124,119.00",3.22,TRUE
2/8/2017,132.04,2094,0.2101,23004072,88.5309,0.9273,41.03169671,7.978633408,16.5492,"7,500.00","124,119.00",3.22,TRUE
2/7/2017,131.53,1992,0.3011,38183840,88.0504,0.9212,40.87321318,7.947816209,16.5492,"7,500.00","124,119.00",3.22,TRUE
2/6/2017,130.29,1248,0.2855,26845924,86.802,0.85,40.48788067,7.872888115,16.5492,"7,500.00","124,119.00",3.22,TRUE
2/3/2017,129.08,2394,0.2816,24507300,85.4221,0.7584,40.11187073,7.799772799,16.5492,"7,500.00","124,119.00",3.22,TRUE
2/2/2017,128.53,3568,0.6185,33710412,84.749,0.6419,39.94095712,7.766538564,16.5492,"7,500.00","124,119.00",3.22,FALSE
2/1/2017,128.75,4702,0.7389,111985040,86.2277,0.4312,40.00932256,7.779832258,16.5492,"7,500.00","124,119.00",3.22,TRUE
1/31/2017,121.35,2123,0.2488,49200992,69.7332,0.0116,37.70975761,7.332680734,16.5492,"7,500.00","124,119.00",3.22,FALSE
1/30/2017,121.63,1347,0.2142,30377504,72.7965,0.0712,37.79676818,7.349599981,16.5492,"7,500.00","124,119.00",3.22,FALSE
1/27/2017,121.95,1513,0.2912,20562944,76.356,0.1085,37.89620883,7.368936263,16.5492,"7,500.00","124,119.00",3.22,TRUE
1/26/2017,121.94,2019,0.1702,26337576,76.3224,0.1032,37.89310131,7.368332004,16.5492,"7,500.00","124,119.00",3.22,TRUE
1/25/2017,121.88,2183,0.0981,32586672,76.1335,0.0646,37.87445618,7.364706451,16.5492,"7,500.00","124,119.00",3.22,TRUE
1/24/2017,119.97,2292,0.1226,23211038,68.7662,-0.0187,37.28091983,7.249293017,16.5492,"7,500.00","124,119.00",3.22,FALSE
1/23/2017,120.08,1402,0.1749,22050218,69.9205,0.0224,37.31510255,7.255939864,16.5492,"7,500.00","124,119.00",3.22,TRUE
1/20/2017,120,1676,0.1577,32597892,69.5756,0.0528,37.29024239,7.251105794,16.5492,"7,500.00","124,119.00",3.22,TRUE
1/19/2017,119.78,2006,0.0938,25597292,68.658,0.083,37.22187694,7.2378121,16.5492,"7,500.00","124,119.00",3.22,FALSE
1/18/2017,119.99,1899,0.2366,23712960,70.5438,0.1246,37.28713487,7.250501535,16.5492,"7,500.00","124,119.00",3.22,FALSE
1/17/2017,120,1264,0.307,34439844,70.6296,0.1377,37.29024239,7.251105794,16.5492,"7,500.00","124,119.00",3.22,TRUE
1/13/2017,119.04,2113,0.1643,26111948,67.0588,0.125,36.99192045,7.193096947,16.5492,"7,500.00","124,119.00",3.22,FALSE
1/12/2017,119.25,1927,0.1276,27086220,68.7568,0.1714,37.05717837,7.205786382,16.5492,"7,500.00","124,119.00",3.22,FALSE
1/11/2017,119.75,2104,0.0926,27588592,72.8342,0.1895,37.21255438,7.235999323,16.5492,"7,500.00","124,119.00",3.22,TRUE
1/10/2017,119.11,2695,0.1151,24462052,70.7742,0.1321,37.01367309,7.197326759,16.5492,"7,500.00","124,119.00",3.22,TRUE
1/9/2017,118.99,2007,0.1447,33561948,70.3832,0.0757,36.97638285,7.190075653,16.5492,"7,500.00","124,119.00",3.22,TRUE
1/6/2017,117.91,2314,0.3115,31751900,66.6549,-0.0266,36.64077067,7.124815701,16.5492,"7,500.00","124,119.00",3.22,TRUE
1/5/2017,116.61,2383,0.236,22193588,61.1947,-0.0958,36.23679304,7.046262055,16.5492,"7,500.00","124,119.00",3.22,TRUE
1/4/2017,116.02,1616,0.1401,21118116,58.3184,-0.084,36.05344935,7.010610785,16.5492,"7,500.00","124,119.00",3.22,FALSE
1/3/2017,116.15,1154,-0.1021,28781864,59.2165,-0.0166,36.09384711,7.018466149,16.5492,"7,500.00","124,119.00",3.22,TRUE
12/30/2016,115.82,1517,0.1475,30586264,57.6803,0.0602,69.93961353,7.384155514,15.6849351,"7,627.00","119,629.00",1.66,FALSE
12/29/2016,116.73,1531,0.0873,15039519,63.8371,0.1924,70.48913043,7.442172968,15.6849351,"7,627.00","119,629.00",1.66,FALSE
12/28/2016,116.76,1320,0.1756,20905892,64.0464,0.276,70.50724638,7.444085631,15.6849351,"7,627.00","119,629.00",1.66,FALSE
12/27/2016,117.26,978,0.1421,18296856,67.4694,0.3651,70.80917874,7.475963353,15.6849351,"7,627.00","119,629.00",1.66,TRUE
12/23/2016,116.52,1939,0.1195,14249484,64.8906,0.409,70.36231884,7.428784325,15.6849351,"7,627.00","119,629.00",1.66,TRUE
12/22/2016,116.29,2376,0.0828,26085854,64.0686,0.5044,70.22342995,7.414120573,15.6849351,"7,627.00","119,629.00",1.66,FALSE
12/21/2016,117.06,1934,0.055,23783164,69.0981,0.6237,70.6884058,7.463212265,15.6849351,"7,627.00","119,629.00",1.66,TRUE
12/20/2016,116.95,2181,0.0647,21424964,68.7729,0.6711,70.62198068,7.456199166,15.6849351,"7,627.00","119,629.00",1.66,TRUE
12/19/2016,116.64,1664,-0.104,27779424,67.8886,0.6919,70.43478261,7.436434978,15.6849351,"7,627.00","119,629.00",1.66,TRUE
12/16/2016,115.97,2037,0.0792,44351136,65.9537,0.691,70.03019324,7.393718831,15.6849351,"7,627.00","119,629.00",1.66,TRUE
12/15/2016,115.82,2868,0.0566,46524544,65.5218,0.6949,69.93961353,7.384155514,15.6849351,"7,627.00","119,629.00",1.66,TRUE
12/14/2016,115.19,3009,0.0565,34031832,63.7273,0.6558,69.55917874,7.343989584,15.6849351,"7,627.00","119,629.00",1.66,FALSE
12/13/2016,115.19,2357,0.097,43733812,63.7273,0.6025,69.55917874,7.343989584,15.6849351,"7,627.00","119,629.00",1.66,TRUE
12/12/2016,113.3,1461,0.0963,26374376,58.0839,0.4695,68.4178744,7.223491795,15.6849351,"7,627.00","119,629.00",1.66,FALSE
12/9/2016,113.95,1908,0.1151,34402628,61.1207,0.4149,68.81038647,7.264932834,15.6849351,"7,627.00","119,629.00",1.66,TRUE
12/8/2016,112.12,2858,0.12,27068316,54.9652,0.2332,67.70531401,7.148260372,15.6849351,"7,627.00","119,629.00",1.66,TRUE
12/7/2016,111.03,3937,-0.1372,29998720,50.6432,0.1178,67.04710145,7.078766938,15.6849351,"7,627.00","119,629.00",1.66,TRUE
12/6/2016,109.95,1975,0.1608,26195462,45.8631,0.0434,66.39492754,7.009911058,15.6849351,"7,627.00","119,629.00",1.66,TRUE
12/5/2016,109.11,1495,0.2841,34324540,41.7917,0.0401,65.88768116,6.956356485,15.6849351,"7,627.00","119,629.00",1.66,FALSE
12/2/2016,109.9,2138,0.3139,26527996,44.7294,0.1261,66.3647343,7.006723286,15.6849351,"7,627.00","119,629.00",1.66,TRUE
12/1/2016,109.49,2028,0.0947,37086864,42.7914,0.1816,66.11714976,6.980583554,15.6849351,"7,627.00","119,629.00",1.66,FALSE
11/30/2016,110.52,1991,0.2493,36162256,46.6033,0.3066,66.73913043,7.046251661,15.6849351,"7,627.00","119,629.00",1.66,FALSE
11/29/2016,111.46,2254,0.2579,28528750,50.4087,0.3858,67.30676329,7.106181779,15.6849351,"7,627.00","119,629.00",1.66,FALSE
11/28/2016,111.57,1222,0.1019,27193984,50.86,0.3958,67.37318841,7.113194877,15.6849351,"7,627.00","119,629.00",1.66,FALSE
11/25/2016,111.79,1654,0.0966,11475922,51.7199,0.3804,67.50603865,7.127221075,15.6849351,"7,627.00","119,629.00",1.66,TRUE
11/23/2016,111.23,2004,0.105,27426394,49.7103,0.3159,67.1678744,7.091518027,15.6849351,"7,627.00","119,629.00",1.66,FALSE
11/22/2016,111.8,2337,0.1378,25965534,51.746,0.2594,67.51207729,7.12785863,15.6849351,"7,627.00","119,629.00",1.66,TRUE
11/21/2016,111.73,1812,0.18,29264572,51.5196,0.1065,67.46980676,7.123395749,15.6849351,"7,627.00","119,629.00",1.66,TRUE
11/18/2016,110.06,2302,0.068,28428916,45.8959,-0.1214,66.46135266,7.016924157,15.6849351,"7,627.00","119,629.00",1.66,TRUE
11/17/2016,109.95,2134,0.1067,27632004,45.5093,-0.2866,66.39492754,7.009911058,15.6849351,"7,627.00","119,629.00",1.66,FALSE
11/16/2016,109.99,2687,0.0637,58840520,45.6194,-0.4971,66.41908213,7.012461276,15.6849351,"7,627.00","119,629.00",1.66,TRUE
11/15/2016,107.11,2670,0.0581,32264510,35.1296,-0.7788,64.67995169,6.828845598,15.6849351,"7,627.00","119,629.00",1.66,TRUE
11/14/2016,105.71,1162,0.0494,51175504,28.9425,-0.8549,63.83454106,6.739587976,15.6849351,"7,627.00","119,629.00",1.66,FALSE
11/11/2016,108.43,2080,0.0785,34143896,34.9575,-0.7502,65.47705314,6.913002784,15.6849351,"7,627.00","119,629.00",1.66,TRUE
11/10/2016,107.79,1815,0.0808,57134540,31.8636,-0.7882,65.09057971,6.8721993,15.6849351,"7,627.00","119,629.00",1.66,FALSE
11/9/2016,110.88,1565,0.098,59176360,40.5006,-0.7115,66.95652174,7.069203621,15.6849351,"7,627.00","119,629.00",1.66,FALSE
11/8/2016,111.06,1719,0.1194,24254180,41.1032,-0.8409,67.06521739,7.080679601,15.6849351,"7,627.00","119,629.00",1.66,TRUE
11/7/2016,110.41,1369,0.1688,32560000,38.0102,-0.9945,66.67270531,7.039238563,15.6849351,"7,627.00","119,629.00",1.66,TRUE
11/4/2016,108.84,1909,0.151,30836996,29.7338,-1.0924,65.72463768,6.939142516,15.6849351,"7,627.00","119,629.00",1.66,FALSE
11/3/2016,109.83,1934,0.0613,26932602,32.2554,-1.0031,66.32246377,7.002260405,15.6849351,"7,627.00","119,629.00",1.66,FALSE
11/2/2016,111.59,2156,0.1732,28331708,37.5061,-0.8875,67.3852657,7.114469986,15.6849351,"7,627.00","119,629.00",1.66,TRUE
11/1/2016,111.49,2283,0.0935,43825812,36.9647,-0.8215,67.32487923,7.108094442,15.6849351,"7,627.00","119,629.00",1.66,FALSE
10/31/2016,113.54,1384,0.1528,26419398,44.2641,-0.654,68.56280193,7.238793102,15.6849351,"7,627.00","119,629.00",1.66,FALSE
10/28/2016,113.72,4916,0.1739,37861664,44.9884,-0.5604,68.67149758,7.250269082,15.6849351,"7,627.00","119,629.00",1.66,FALSE
10/27/2016,114.48,4470,0.3201,34562044,48.0726,-0.4046,69.13043478,7.298723219,15.6849351,"7,627.00","119,629.00",1.66,FALSE
10/26/2016,115.59,5818,0.5931,66134220,53.0002,-0.2237,69.80072464,7.369491762,15.6849351,"7,627.00","119,629.00",1.66,FALSE
10/25/2016,118.25,2924,0.181,48128968,68.6615,-0.055,71.40700483,7.539081243,15.6849351,"7,627.00","119,629.00",1.66,TRUE
10/24/2016,117.65,1676,0.2417,23538672,66.594,-0.0783,71.04468599,7.500827976,15.6849351,"7,627.00","119,629.00",1.66,TRUE
10/21/2016,116.6,2207,0.1144,23192664,62.5824,-0.0746,70.41062802,7.43388476,15.6849351,"7,627.00","119,629.00",1.66,FALSE
10/20/2016,117.06,2373,0.108,24125800,65.7966,0.0177,70.6884058,7.463212265,15.6849351,"7,627.00","119,629.00",1.66,FALSE
10/19/2016,117.12,2693,-0.0332,20034594,66.2085,0.0895,70.72463768,7.467037591,15.6849351,"7,627.00","119,629.00",1.66,FALSE
10/18/2016,117.47,2187,0.0897,24553478,68.5321,0.1634,70.93599034,7.489351997,15.6849351,"7,627.00","119,629.00",1.66,FALSE
10/17/2016,117.55,1225,0.0384,23624896,69.0465,0.2052,70.98429952,7.494452432,15.6849351,"7,627.00","119,629.00",1.66,FALSE
10/14/2016,117.63,2341,0.21,35652192,69.531,0.2205,71.0326087,7.499552868,15.6849351,"7,627.00","119,629.00",1.66,TRUE
10/13/2016,116.98,2697,0.1917,35192408,67.8276,0.1929,70.64009662,7.458111829,15.6849351,"7,627.00","119,629.00",1.66,FALSE
10/12/2016,117.34,3788,0.1998,37586788,69.8354,0.1743,70.85748792,7.481063789,15.6849351,"7,627.00","119,629.00",1.66,TRUE
10/11/2016,116.3,2746,0.137,64041044,67.2335,0.0695,70.2294686,7.414758127,15.6849351,"7,627.00","119,629.00",1.66,TRUE
10/10/2016,116.05,1248,-0.0544,36235956,66.5902,-0.021,70.07850242,7.398819266,15.6849351,"7,627.00","119,629.00",1.66,TRUE
10/7/2016,114.06,2099,0.1649,24358444,60.9191,-0.1611,68.87681159,7.271945933,15.6849351,"7,627.00","119,629.00",1.66,TRUE
10/6/2016,113.89,2788,0.1543,28779312,60.3857,-0.1916,68.77415459,7.261107507,15.6849351,"7,627.00","119,629.00",1.66,TRUE
10/5/2016,113.05,3601,0.1325,21453088,57.7392,-0.2306,68.26690821,7.207552934,15.6849351,"7,627.00","119,629.00",1.66,TRUE
10/4/2016,113,2119,0.1354,29736836,57.5826,-0.2124,68.23671498,7.204365162,15.6849351,"7,627.00","119,629.00",1.66,TRUE
10/3/2016,112.52,1102,-0.0895,21701760,56.1333,-0.1857,67.9468599,7.173762549,15.6849351,"7,627.00","119,629.00",1.66,FALSE
9/30/2016,113.05,2532,0.2076,36379104,58.1711,-0.1048,68.26690821,7.207552934,15.6849351,"7,627.00","119,629.00",1.66,TRUE
9/29/2016,112.18,3009,0.421,35886992,55.7209,-0.0475,67.74154589,7.152085698,15.6849351,"7,627.00","119,629.00",1.66,FALSE
9/28/2016,113.95,1986,0.0748,29641084,62.6543,0.1095,68.81038647,7.264932834,15.6849351,"7,627.00","119,629.00",1.66,TRUE
9/27/2016,113.09,1957,0.151,24607412,60.433,0.1433,68.2910628,7.210103152,15.6849351,"7,627.00","119,629.00",1.66,TRUE
9/26/2016,112.88,1535,0.0633,29869442,59.8921,0.246,68.16425121,7.196714509,15.6849351,"7,627.00","119,629.00",1.66,TRUE
9/23/2016,112.71,2433,0.1371,52481152,59.4757,0.3843,81.32034632,6.794717,16.58788732,"7,100.00","117,774.00",1.39,FALSE
9/22/2016,114.62,3347,0.0983,31073984,66.7011,0.5648,82.6984127,6.90986126,16.58788732,"7,100.00","117,774.00",1.39,TRUE
9/21/2016,113.55,2915,0.0807,36003184,64.4548,0.5871,81.92640693,6.84535636,16.58788732,"7,100.00","117,774.00",1.39,FALSE
9/20/2016,113.57,2839,0.182,34514268,64.5303,0.6606,81.94083694,6.84656206,16.58788732,"7,100.00","117,774.00",1.39,FALSE
9/19/2016,113.58,2203,0.113,47023048,64.5655,0.7006,81.94805195,6.847164909,16.58788732,"7,100.00","117,774.00",1.39,FALSE
9/16/2016,114.92,5442,0.3034,79886912,69.2582,0.6876,82.91486291,6.927946745,16.58788732,"7,100.00","117,774.00",1.39,FALSE
9/15/2016,115.57,4306,0.1817,90613176,71.6023,0.4579,83.38383838,6.967131965,16.58788732,"7,100.00","117,774.00",1.39,TRUE
9/14/2016,111.77,4756,0.0679,112340320,65.2102,-0.0254,80.64213564,6.738049145,16.58788732,"7,100.00","117,774.00",1.39,TRUE
9/13/2016,107.95,2916,0.0559,62176192,55.956,-0.4182,77.88600289,6.507760626,16.58788732,"7,100.00","117,774.00",1.39,TRUE
9/12/2016,105.44,2001,0.095,45292768,47.4229,-0.6316,76.07503608,6.356445395,16.58788732,"7,100.00","117,774.00",1.39,TRUE
9/9/2016,103.13,6113,0.1271,46556984,36.9906,-0.6761,74.40836941,6.217187155,16.58788732,"7,100.00","117,774.00",1.39,FALSE
9/8/2016,105.52,14011,0.1188,53002024,45.7028,-0.47,76.13275613,6.361268192,16.58788732,"7,100.00","117,774.00",1.39,FALSE
9/7/2016,108.36,4320,0.1292,42364328,61.7506,-0.3622,78.18181818,6.532477457,16.58788732,"7,100.00","117,774.00",1.39,TRUE
9/6/2016,107.7,2218,0.1577,26880392,58.6147,-0.4678,77.70562771,6.492689388,16.58788732,"7,100.00","117,774.00",1.39,FALSE
9/2/2016,107.73,3407,0.0696,26802450,58.8183,-0.5502,77.72727273,6.494497937,16.58788732,"7,100.00","117,774.00",1.39,TRUE
9/1/2016,106.73,3677,0.0664,26701524,53.8591,-0.6604,77.00577201,6.434212984,16.58788732,"7,100.00","117,774.00",1.39,TRUE
8/31/2016,106.1,5152,-0.1633,29662406,50.3622,-0.703,76.55122655,6.396233464,16.58788732,"7,100.00","117,774.00",1.39,TRUE
8/30/2016,106,5332,-0.1394,24863944,49.8015,-0.6742,76.47907648,6.390204969,16.58788732,"7,100.00","117,774.00",1.39,FALSE
8/29/2016,106.82,1210,0.1112,24970300,54.4882,-0.5905,77.07070707,6.43963863,16.58788732,"7,100.00","117,774.00",1.39,FALSE
8/26/2016,106.94,2941,0.093,27766292,55.1941,-0.5222,77.15728716,6.446872824,16.58788732,"7,100.00","117,774.00",1.39,FALSE
8/25/2016,107.57,1958,0.0903,25086248,58.9146,-0.4151,77.61183261,6.484852344,16.58788732,"7,100.00","117,774.00",1.39,FALSE
8/24/2016,108.03,1901,0.1251,23675080,61.7361,-0.3089,77.94372294,6.512583422,16.58788732,"7,100.00","117,774.00",1.39,FALSE
8/23/2016,108.85,2055,0.1389,21257668,67.0516,-0.1973,78.53535354,6.562017084,16.58788732,"7,100.00","117,774.00",1.39,TRUE
8/22/2016,108.51,1237,0.1205,25820230,65.9219,-0.1241,78.29004329,6.5415202,16.58788732,"7,100.00","117,774.00",1.39,FALSE
8/19/2016,109.36,1838,0.1435,25368072,71.6226,-0.0009,78.9033189,6.592762409,16.58788732,"7,100.00","117,774.00",1.39,TRUE
8/18/2016,109.08,1952,0.1161,21984704,70.8516,0.0702,78.7012987,6.575882623,16.58788732,"7,100.00","117,774.00",1.39,FALSE
8/17/2016,109.22,2513,0.1548,25355976,71.7568,0.1671,78.8023088,6.584322516,16.58788732,"7,100.00","117,774.00",1.39,FALSE
8/16/2016,109.38,2793,0.2089,33794448,72.743,0.2548,78.91774892,6.593968108,16.58788732,"7,100.00","117,774.00",1.39,FALSE
8/15/2016,109.48,1093,0.1101,25868208,73.3279,0.3188,78.98989899,6.599996604,16.58788732,"7,100.00","117,774.00",1.39,TRUE
8/12/2016,108.18,2106,0.0382,18660434,70.4607,0.3469,78.05194805,6.521626165,16.58788732,"7,100.00","117,774.00",1.39,TRUE
8/11/2016,107.93,1786,0.1027,27484506,69.8826,0.4589,77.87157287,6.506554927,16.58788732,"7,100.00","117,774.00",1.39,FALSE
8/10/2016,108,1910,0.0874,24008504,70.24,0.5898,77.92207792,6.510774874,16.58788732,"7,100.00","117,774.00",1.39,FALSE
8/9/2016,108.81,2174,0.2381,26315204,74.3247,0.7091,78.50649351,6.559605685,16.58788732,"7,100.00","117,774.00",1.39,TRUE
8/8/2016,108.37,1190,0.1817,28037220,73.5488,0.7265,78.18903319,6.533080306,16.58788732,"7,100.00","117,774.00",1.39,TRUE
8/5/2016,107.48,2217,0.067,40553400,71.9571,0.71,77.54689755,6.479426699,16.58788732,"7,100.00","117,774.00",1.39,TRUE
8/4/2016,105.87,1814,0.1688,27408650,68.8037,0.689,76.38528139,6.382367925,16.58788732,"7,100.00","117,774.00",1.39,TRUE
8/3/2016,105.79,2131,0.1497,30202640,68.641,0.7386,76.32756133,6.377545129,16.58788732,"7,100.00","117,774.00",1.39,TRUE
8/2/2016,104.48,2344,0.0862,33816556,65.94,0.7434,75.38239538,6.298571841,16.58788732,"7,100.00","117,774.00",1.39,FALSE
8/1/2016,106.05,1104,0.1134,38167872,72.9307,0.8042,76.51515152,6.393219216,16.58788732,"7,100.00","117,774.00",1.39,TRUE
7/29/2016,104.21,2575,0.1456,27733688,69.4003,0.6588,75.18759019,6.282294904,16.58788732,"7,100.00","117,774.00",1.39,FALSE
7/28/2016,104.34,4259,0.6653,39869840,69.9992,0.5465,75.28138528,6.290131948,16.58788732,"7,100.00","117,774.00",1.39,TRUE
7/27/2016,102.95,5131,0.7197,92344816,67.1877,0.2986,74.27849928,6.206335864,16.58788732,"7,100.00","117,774.00",1.39,TRUE
7/26/2016,96.67,2346,0.1543,56239824,45.9295,0.0115,69.74747475,5.827746362,16.58788732,"7,100.00","117,774.00",1.39,FALSE
7/25/2016,97.34,1377,0.2163,40382920,49.0796,0.1849,70.23088023,5.86813728,16.58788732,"7,100.00","117,774.00",1.39,FALSE
7/22/2016,98.66,2124,0.1499,28313668,56.1212,0.3711,71.18326118,5.947713417,16.58788732,"7,100.00","117,774.00",1.39,FALSE
7/21/2016,99.43,1975,0.2681,32702028,60.8502,0.4964,71.73881674,5.994132831,16.58788732,"7,100.00","117,774.00",1.39,FALSE
7/20/2016,99.96,1639,0.2078,26275968,64.3139,0.5715,72.12121212,6.026083856,16.58788732,"7,100.00","117,774.00",1.39,TRUE
7/19/2016,99.87,1772,0.1216,23779924,63.9907,0.5866,72.05627706,6.02065821,16.58788732,"7,100.00","117,774.00",1.39,TRUE
