Date,Last Price,Volume,RSI,MACD,News Sentiment - Daily Average,News Publication Count,P/E,P/B,Correction
2/14/2018,167.37,40644932,50.6726,0.0404,0.2956,1725,43.57458995,12.15753513,1
2/13/2018,164.34,32549164,46.1944,-0.556,0.138,2039,42.78573288,11.93743994,1
2/12/2018,162.71,60819540,43.6384,-1.1082,0.1625,1105,42.36136423,11.8190389,1
2/9/2018,156.41,70672608,32.0541,-1.6881,0.1041,2231,40.72116636,11.36141524,1
2/8/2018,155.15,54390516,29.3576,-1.7924,0.2407,2925,40.39312679,11.26989051,1
2/7/2018,159.54,51608580,33.6822,-1.6484,0.1318,3485,41.53605832,11.5887743,0
2/6/2018,163.03,68243840,37.7917,-1.7022,0.39,2956,42.44467587,11.84228328,0
2/5/2018,156.49,72738520,21.0249,-1.9813,0.2448,2136,40.74199427,11.36722634,1
2/2/2018,160.5,86593824,24.8362,-1.5814,0.7289,5411,41.78599323,11.65850743,0
2/1/2018,167.78,47230788,35.7658,-1.2133,-0.4423,2858,43.68133299,12.18731698,0
1/31/2018,167.43,32478930,34.4785,-1.2651,-0.5306,3904,43.59021088,12.16189345,1
1/30/2018,166.97,46048184,32.836,-1.2103,-0.4496,3836,43.4704504,12.12847966,1
1/29/2018,167.96,50640408,34.5678,-0.9833,0.3107,1766,43.72819578,12.20039195,0
1/26/2018,171.51,39143012,41.9318,-0.6525,0.1451,2411,44.65243426,12.45825924,0
1/25/2018,171.11,41529004,40.608,-0.4481,0.1056,3653,44.54829471,12.42920377,1
1/24/2018,174.22,51105088,48.6083,-0.0627,0.1339,3655,45.35797969,12.65511006,0
1/23/2018,177.04,32689146,58.2749,0.2204,0.216,2411,46.0921635,12.85995112,0
1/22/2018,177,27108552,58.1654,0.3458,-0.094,1697,46.08174954,12.85704557,1
1/19/2018,178.46,32425068,63.8486,0.5011,-0.2103,2892,46.46185889,12.96309804,0
1/18/2018,179.26,31193352,67.1888,0.5397,0.2549,3999,46.67013798,13.02120898,0
1/17/2018,179.1,34386836,66.8669,0.4578,0.2347,1929,46.62848217,13.00958679,1
1/16/2018,176.19,29565948,60.2868,0.2904,-0.174,1403,45.87086696,12.79820825,1
1/12/2018,177.09,25418080,63.9331,0.282,0.1129,1849,46.10518094,12.86358305,0
1/11/2018,175.28,18667728,59.3406,0.1414,0.1702,2373,45.63394949,12.73210705,1
1/10/2018,174.29,23959896,56.5292,0.0784,0.255,2749,45.37620411,12.66019476,1
1/9/2018,174.33,21583996,56.6763,0.0615,0.1334,3419,45.38661807,12.66310031,0
1/8/2018,174.35,20567766,56.7448,0.015,0.2443,1577,45.39182505,12.66455308,0
1/5/2018,175,23660018,58.8936,-0.0725,0.2294,3406,45.56105181,12.71176822,0
1/4/2018,173.03,22434596,53.9903,-0.2823,0.2048,2219,45.04816454,12.56867003,1
1/3/2018,172.23,29517900,51.8233,-0.4032,0.3434,2130,44.83988545,12.51055909,1
1/2/2018,172.26,25555934,51.9084,-0.4921,-0.1651,1277,44.84769591,12.51273825,0
12/29/2017,169.23,25999922,43.1498,-0.6087,-0.5031,4126,90.4973262,12.81658904,1
12/28/2017,171.08,16480187,48.1183,-0.4498,0.3627,3066,91.48663102,12.9566983,0
12/27/2017,170.6,21498212,46.638,-0.3639,-0.7556,3159,91.22994652,12.92034563,1
12/26/2017,170.57,33185536,46.5495,-0.1659,-0.7541,1096,91.21390374,12.91807358,1
12/22/2017,175.01,16349444,60.2931,0.1471,-0.1497,2913,93.58823529,13.2543358,0
12/21/2017,175.01,20949896,60.2931,0.1618,0.0627,3044,93.58823529,13.2543358,0
12/20/2017,174.35,23475648,58.7315,0.1519,-0.191,2162,93.23529412,13.20435088,1
12/19/2017,174.54,27436448,59.3555,0.1714,0.3595,1935,93.3368984,13.21874048,0
12/18/2017,176.42,29421114,65.7771,0.1501,0.2168,1196,94.34224599,13.36112178,0
12/15/2017,173.97,40169308,60.6217,-0.1059,0.3234,1951,93.03208556,13.17557168,1
12/14/2017,172.22,20476540,56.2504,-0.2735,0.4061,2226,92.09625668,13.0430359,1
12/13/2017,172.27,23818448,56.4166,-0.3578,0.2248,2292,92.12299465,13.04682263,0
12/12/2017,171.7,19409230,55.0098,-0.4863,0.5237,2944,91.81818182,13.00365383,1
12/11/2017,172.67,35273760,57.9663,-0.6128,0.216,1187,92.3368984,13.07711653,0
12/8/2017,169.37,23355232,49.3701,-0.8841,0.1776,1985,90.57219251,12.8271919,1
12/7/2017,169.32,25673308,49.2241,-0.9312,0.2065,2194,90.54545455,12.82340517,1
12/6/2017,169.01,28560000,48.3663,-0.9508,0.1727,2363,90.37967914,12.7999274,1
12/5/2017,169.64,27350154,49.9589,-0.9017,0.1585,2394,90.71657754,12.84764028,0
12/4/2017,169.8,32542384,50.3499,-0.8464,0.2349,1750,90.80213904,12.85975784,0
12/1/2017,171.05,39759288,53.3807,-0.7411,0.2082,2507,91.47058824,12.95442626,0
11/30/2017,171.85,41527216,55.3611,-0.679,0.0635,2242,91.89839572,13.01501404,0
11/29/2017,169.48,41666364,50.2876,-0.6479,0.0483,1772,90.63101604,12.83552272,1
11/28/2017,173.07,26428802,59.8566,-0.3486,0.1642,1641,92.55080214,13.10741042,0
11/27/2017,174.09,20716802,63.0203,-0.2555,0.0708,1132,93.09625668,13.18465985,0
11/24/2017,174.97,14026673,65.8069,-0.239,0.0566,1550,93.56684492,13.25130641,0
11/22/2017,174.96,25588924,65.7909,-0.3324,0.0624,2598,93.56149733,13.25054907,1
11/21/2017,173.14,25131296,62.8611,-0.5039,0.1033,1901,92.58823529,13.11271185,1
11/20/2017,169.98,16262447,56.9116,-0.6024,0.0849,1218,90.89839572,12.87339009,1
11/17/2017,170.15,21899544,57.3707,-0.4416,0.1026,1991,90.98930481,12.886265,0
11/16/2017,171.1,23637484,59.8773,-0.2219,0.1217,2077,91.4973262,12.95821299,0
11/15/2017,169.08,29158070,56.0894,-0.0076,0.1514,2968,90.4171123,12.80522883,1
11/14/2017,171.34,24782488,62.1888,0.4818,0.1634,2408,91.62566845,12.97638933,0
11/13/2017,173.97,16982080,70.4696,0.9333,0.1476,1275,93.03208556,13.17557168,0
11/10/2017,174.67,25145500,72.8676,1.2508,0.1433,2362,93.40641711,13.22858599,0
11/9/2017,175.88,29482596,77.0777,1.5277,0.1219,3088,94.05347594,13.32022502,0
11/8/2017,176.24,24409528,78.3279,1.6693,0.1136,2999,94.2459893,13.34748953,0
11/7/2017,174.81,24361484,76.9487,1.6755,0.1155,3788,93.48128342,13.23918886,1
11/6/2017,174.25,35026304,76.4027,1.6532,0.1807,2166,93.18181818,13.19677741,1
11/3/2017,172.5,59398632,74.6609,1.5049,0.6146,6311,92.2459893,13.06424162,1
11/2/2017,168.11,41393372,69.3993,1.2953,0.2196,3000,89.89839572,12.73176614,1
11/1/2017,166.89,33637760,67.6668,1.2795,0.1954,3302,89.2459893,12.63936976,1
10/31/2017,169.04,36046828,74.5762,1.2562,0.1846,3645,90.39572193,12.80219944,0
10/30/2017,166.72,44700772,71.6786,0.8846,0.2365,1939,89.15508021,12.62649486,1
10/27/2017,163.05,44454160,65.9837,0.4478,0.1558,2568,87.19251337,12.34854838,1
10/26/2017,157.41,17000468,52.2947,0.0844,0.174,2240,84.17647059,11.92140448,1
10/25/2017,156.41,21207098,48.9098,0.0706,0.1885,2648,83.64171123,11.84566975,1
10/24/2017,157.1,17757230,51.2393,0.1436,0.1589,2425,84.01069519,11.89792672,0
10/23/2017,156.17,21984328,48.1484,0.1772,0.0908,1149,83.51336898,11.82749341,1
10/20/2017,156.25,23974146,48.3935,0.3106,-0.3459,2945,83.55614973,11.83355219,0
10/19/2017,155.98,42584168,47.5571,0.4898,0.1628,1865,83.41176471,11.81310381,1
10/18/2017,159.76,16374164,60.2514,0.764,0.117,1934,85.43315508,12.09938111,0
10/17/2017,160.47,18997276,63.1934,0.756,0.3631,2501,85.81283422,12.15315277,0
10/16/2017,159.88,24121452,61.7523,0.6141,0.322,1316,85.4973262,12.10846928,1
10/13/2017,156.99,16394188,53.4651,0.4053,0.2098,1872,83.95187166,11.8895959,1
10/12/2017,156,16125054,50.0204,0.3438,0.0869,2002,83.42245989,11.81461851,1
10/11/2017,156.55,16905640,52.0064,0.3303,0.1136,2283,83.71657754,11.85627261,0
10/10/2017,155.9,15617014,49.82,0.2392,0.0521,1865,83.36898396,11.80704504,1
10/9/2017,155.84,16262923,49.6233,0.1552,0.056,1042,83.3368984,11.80250095,1
10/6/2017,155.3,17407558,47.9171,0.0303,0.0666,2149,83.04812834,11.7616042,1
10/5/2017,155.39,21283768,48.1695,-0.1,0.1537,3421,83.09625668,11.76842032,0
10/4/2017,153.48,20163750,42.1638,-0.292,0.0826,2382,82.07486631,11.62376698,1
10/3/2017,154.48,16230293,44.6808,-0.363,0.1919,2305,82.60962567,11.69950171,0
10/2/2017,153.81,18698842,42.5471,-0.5326,0.1862,1288,82.2513369,11.64875944,1
9/29/2017,154.12,26299810,43.264,-0.6765,0.0999,2465,98.04071247,10.53748391,0
9/28/2017,153.28,22005456,40.7519,-0.869,0.1163,2703,97.50636132,10.48005148,1
9/27/2017,154.23,25504228,42.7392,-1.0085,0.0977,2615,98.11068702,10.54500483,0
9/26/2017,153.14,36660044,39.6012,-1.2369,0.0901,3300,97.4173028,10.47047941,1
9/25/2017,150.55,44387336,31.2932,-1.3842,0.1384,1881,95.7697201,10.29339607,1
9/22/2017,151.89,46645444,33.5075,-1.2415,0.1055,3430,96.6221374,10.38501448,0
9/21/2017,153.39,37511660,36.1676,-1.0533,-0.0831,3917,97.57633588,10.48757239,0
9/20/2017,156.07,52951364,41.6538,-0.829,0.0559,3570,99.28117048,10.6708092,0
9/19/2017,158.73,20810632,48.4234,-0.6897,0.1387,2650,100.9732824,10.85267857,0
9/18/2017,158.67,28269436,48.2472,-0.6989,0.0589,1636,100.9351145,10.84857625,1
9/15/2017,159.88,49114600,51.5442,-0.6697,0.1399,3540,101.7048346,10.93130631,0
9/14/2017,158.28,23760748,47.1061,-0.7136,0.1873,6342,100.6870229,10.8219112,1
9/13/2017,159.65,44907360,50.8059,-0.5865,0.1328,15849,101.5585242,10.91558076,0
9/12/2017,160.86,71714048,54.3038,-0.5026,0.2214,5381,102.3282443,10.99831081,0
9/11/2017,161.5,31580798,56.2043,-0.4802,0.1465,2526,102.735369,11.04206885,0
9/8/2017,158.63,28611536,48.733,-0.5017,0.0954,2575,100.9096692,10.84584138,1
9/7/2017,161.26,21928502,57.0085,-0.2357,0.2655,2754,102.5826972,11.02565959,0
9/6/2017,161.91,21651726,59.3203,-0.0953,0.1495,3057,102.9961832,11.07010135,0
9/5/2017,162.08,29536314,59.9103,0.034,0.1153,1843,103.1043257,11.08172458,0
9/1/2017,164.05,16591051,67.0909,0.183,0.2433,2946,104.3575064,11.21641731,0
8/31/2017,164,26785096,66.9976,0.1681,0.1768,2620,104.3256997,11.21299871,1
8/30/2017,163.35,27269584,65.8292,0.099,0.3124,2750,103.9122137,11.16855695,1
8/29/2017,162.91,29516910,65.0514,0.0112,0.1748,2873,103.6323155,11.13847329,1
8/28/2017,161.47,25965972,62.4543,-0.1203,0.2366,1133,102.716285,11.0400177,1
8/25/2017,159.86,25480064,59.3155,-0.2085,0.1498,2304,101.692112,10.92993887,1
8/24/2017,159.27,19818918,58.1243,-0.2036,0.0966,2403,101.3167939,10.88959942,1
8/23/2017,159.98,19399080,60.0903,-0.1551,0.097,1880,101.7684478,10.9381435,0
8/22/2017,159.78,21604584,59.7341,-0.1741,0.2021,1850,101.6412214,10.92446911,1
8/21/2017,157.21,26368528,54.9339,-0.2072,0.2205,1083,100.0063613,10.74875322,1
8/18/2017,157.5,27428068,55.6287,-0.0192,-0.0786,2022,100.1908397,10.76858108,0
8/17/2017,157.86,27940564,56.4519,0.2136,0.1088,2346,100.4198473,10.79319498,0
8/16/2017,160.95,27671612,63.9994,0.4914,0.2635,1937,102.3854962,11.00446429,0
8/15/2017,161.6,29465488,65.7157,0.5405,0.1455,2062,102.7989822,11.04890605,0
8/14/2017,159.85,22122734,63.2521,0.471,0.1359,943,101.6857506,10.92925515,1
8/11/2017,157.48,26257096,59.6015,0.4641,0.1317,1582,100.178117,10.76721364,1
8/10/2017,155.32,40804272,55.8934,0.6229,0.3102,1965,98.80407125,10.61953024,1
8/9/2017,161.06,26131530,72.26,1.0127,0.234,2066,102.4554707,11.0119852,0
8/8/2017,160.08,36205896,70.9095,0.9366,0.1261,1968,101.8320611,10.94498069,1
8/7/2017,158.81,21870320,69.0993,0.8113,0.0646,1341,101.024173,10.85814833,1
8/4/2017,156.39,20559852,65.276,0.6511,0.311,1932,99.48473282,10.69268822,1
8/3/2017,155.57,27097296,63.8695,0.5684,0.8036,3873,98.96310433,10.63662323,1
8/2/2017,157.14,69936800,68.826,0.456,0.7785,5538,99.96183206,10.74396718,0
8/1/2017,150.05,35368644,53.7873,0.0641,0.2706,2481,95.45165394,10.2592101,1
7/31/2017,148.73,19845920,49.5825,0.1426,0.174,1523,94.61195929,10.16895914,1
7/28/2017,149.5,17213652,52.1528,0.3778,0.0966,2407,95.10178117,10.22160553,0
7/27/2017,150.56,32476336,55.8541,0.6309,0.2046,2564,95.77608142,10.29407979,0
7/26/2017,153.46,15780951,68.1392,0.8633,0.2297,2299,97.62086514,10.49235843,0
7/25/2017,152.74,18853932,66.4373,0.8582,0.3625,1820,97.16284987,10.44313063,1
7/24/2017,152.09,21493160,64.864,0.8465,0.2114,1086,96.74936387,10.39868887,1
7/21/2017,150.27,26252630,59.9871,0.8209,0.3567,1743,95.59160305,10.27425193,1
7/20/2017,150.34,17243748,60.286,0.8977,0.237,2295,95.63613232,10.27903797,0
7/19/2017,151.02,20922968,63.1226,0.942,0.2108,2040,96.06870229,10.32553089,0
7/18/2017,150.08,17868792,60.7521,0.8719,0.1843,1889,95.47073791,10.26126126,1
7/17/2017,149.56,23793456,59.4119,0.7933,0.1388,892,95.13994911,10.22570785,1
7/14/2017,149.04,20132060,58.0829,0.6684,0.2113,1693,94.80916031,10.19015444,1
7/13/2017,147.77,25199372,54.7203,0.4828,0.351,2286,94.00127226,10.10332207,1
7/12/2017,145.74,24884478,48.6004,0.2946,0.2506,1779,92.70992366,9.964527027,1
7/11/2017,145.53,19781836,47.9243,0.1974,0.1174,1721,92.57633588,9.950168919,1
7/10/2017,145.06,21090636,46.4607,0.0691,0.3511,1114,92.27735369,9.918034106,1
7/7/2017,144.18,19201712,43.7102,-0.0709,0.2247,2329,91.71755725,9.857866795,1
7/6/2017,142.73,24128782,38.9081,-0.1758,0.0805,1572,90.79516539,9.758727477,1
7/5/2017,144.09,21569556,42.031,-0.1583,0.1434,1265,91.66030534,9.85171332,0
7/3/2017,143.5,14277848,40.0941,-0.2335,0.2558,889,91.28498728,9.811373874,1
6/30/2017,144.02,23024108,41.2213,-0.2525,0.0709,2473,71.22650841,9.37332529,0
6/29/2017,143.68,31499368,40.2005,-0.294,0.2045,2829,71.05835806,9.351196901,1
6/28/2017,145.83,22082432,44.7652,-0.2814,0.1467,1897,72.12166172,9.491126421,0
6/27/2017,143.73,24761892,38.4238,-0.4381,0.1508,2187,71.08308605,9.354451076,1
6/26/2017,145.82,25692360,42.9844,-0.4202,0.0401,1066,72.11671612,9.490475586,0
6/23/2017,146.28,35439388,44.0531,-0.5531,0.2936,1813,72.34421365,9.520413995,0
6/22/2017,145.63,19106294,42.1665,-0.7514,0.3088,2023,72.02274975,9.478109721,1
6/21/2017,145.87,21265752,42.6597,-0.9263,-0.0622,2172,72.14144411,9.493729761,0
6/20/2017,145.01,24900072,40.3377,-1.1426,0.2517,2341,71.71612265,9.437757953,1
6/19/2017,146.34,32541404,42.8283,-1.2983,0.1114,1051,72.37388724,9.524319004,0
6/16/2017,142.27,50361092,30.6635,-1.5713,0.1346,1966,70.36102868,9.25942917,1
6/15/2017,144.29,32165372,33.9973,-1.4636,0.1228,1868,71.36003956,9.390897835,0
6/14/2017,145.16,31531232,35.5427,-1.3833,0.0695,2308,71.79030663,9.447520477,0
6/13/2017,146.59,34165444,38.1926,-1.2416,-0.1863,2740,72.4975272,9.540589879,0
6/12/2017,145.42,72307328,34.4815,-1.076,-0.2067,1892,71.91889219,9.464442187,1
6/9/2017,148.98,64882656,41.5261,-0.6257,0.0693,1874,73.67952522,9.696139437,0
6/8/2017,154.99,21250798,61.0919,-0.2445,0.0544,2458,76.65182987,10.08729126,0
6/7/2017,155.37,21069648,62.8299,-0.257,0.0643,3375,76.83976261,10.11202299,0
6/6/2017,154.45,26624926,60.2901,-0.3245,0.0845,7415,76.38476756,10.05214617,1
6/5/2017,153.93,25331662,58.813,-0.3425,0.0315,1509,76.12759644,10.01830275,1
6/2/2017,155.45,27770716,65.4177,-0.3218,0.1753,2093,76.8793274,10.11722967,0
6/1/2017,153.18,16404088,59.0388,-0.4503,0.1769,2117,75.75667656,9.969490126,1
5/31/2017,152.76,24451164,57.6982,-0.4213,0.0707,1917,75.54896142,9.942155057,1
5/30/2017,153.67,20126852,61.7652,-0.3333,0.0833,1063,75.99901088,10.00138104,0
5/26/2017,153.61,21927636,61.5995,-0.2956,0.0852,1392,75.96933729,9.99747603,1
5/25/2017,153.87,19235598,62.6928,-0.2438,0.0952,1351,76.09792285,10.01439774,0
5/24/2017,153.34,19219154,61.3958,-0.2074,0.4876,2059,75.83580613,9.979903486,1
5/23/2017,153.8,19918872,63.1656,-0.1191,0.5086,2490,76.06330366,10.00984189,0
5/22/2017,153.99,22966436,63.8718,-0.057,0.1469,1050,76.15727003,10.02220776,0
5/19/2017,153.06,26960788,61.9378,-0.0146,0.1961,1675,75.69732938,9.961680107,1
5/18/2017,152.54,33568216,60.8496,0.1064,0.2751,2643,75.44015826,9.927836688,1
5/17/2017,150.25,50767680,55.6667,0.301,0.2101,2317,74.30761622,9.778795479,1
5/16/2017,155.47,20048478,77.3377,0.7773,0.0913,1827,76.8892186,10.11853134,0
5/15/2017,155.7,26009720,78.5894,0.8996,0.3162,1005,77.00296736,10.13350054,0
5/12/2017,156.1,32527016,80.6988,0.958,0.1246,2103,77.2007913,10.15953394,0
5/11/2017,153.95,27255058,77.7133,0.8953,0.3801,1743,76.13748764,10.01960442,1
5/10/2017,153.26,25805692,76.6363,0.9079,0.4562,2357,75.79624135,9.974696806,1
5/9/2017,153.99,39130364,80.4558,0.894,0.4699,2155,76.15727003,10.02220776,0
5/8/2017,153.01,48752412,79.1611,0.6979,0.258,1077,75.67260138,9.958425932,1
5/5/2017,148.96,27327724,72.0582,0.4048,0.3795,2034,73.66963403,9.694837767,1
5/4/2017,146.53,23371872,65.5079,0.2965,0.4675,3661,72.46785361,9.536684869,1
5/3/2017,147.06,45697032,68.7731,0.3287,0.7784,5074,72.72997033,9.571179122,0
5/2/2017,147.51,45352192,71.5862,0.2821,0.4694,2091,72.95252226,9.600466696,0
5/1/2017,146.58,33602944,69.1658,0.1229,0.2349,694,72.4925816,9.539939044,1
4/28/2017,143.65,20860358,58.9311,-0.0609,0.1904,1881,71.04352127,9.349244396,1
4/27/2017,143.79,14246347,59.8119,-0.0647,0.2698,1184,71.11275964,9.358356086,0
4/26/2017,143.68,20041240,59.3689,-0.0937,0.2222,1680,71.05835806,9.351196901,1
4/25/2017,144.53,18871500,64.4692,-0.1354,0.1504,1899,71.47873393,9.406517874,0
4/24/2017,143.64,17134332,61.231,-0.2917,0.0188,1218,71.03857567,9.348593561,1
4/21/2017,142.27,17320928,55.424,-0.4414,0.312,2700,70.36102868,9.25942917,1
4/20/2017,142.44,23319562,56.3973,-0.5199,0.2518,2468,70.44510386,9.270493365,0
4/19/2017,140.68,17328376,47.5406,-0.6369,0.1591,1918,69.57467854,9.155946409,1
4/18/2017,141.2,14697544,50.3462,-0.6109,0.3485,1518,69.83184965,9.189789828,0
4/17/2017,141.83,16582094,53.9266,-0.5933,0.1278,786,70.14342235,9.230792431,0
4/13/2017,141.05,17822880,49.8244,-0.604,0.2353,1736,69.75766568,9.180027303,1
4/12/2017,141.8,20350000,54.1273,-0.5176,0.1517,1966,70.12858556,9.228839926,0
4/11/2017,141.63,30379376,53.2781,-0.4414,0.2882,1792,70.04451039,9.217775732,1
4/10/2017,143.17,18933396,63.1057,-0.2962,-0.0786,926,70.80613254,9.318004318,0
4/7/2017,143.34,16672198,64.3219,-0.2286,0.1671,1697,70.89020772,9.329068512,0
4/6/2017,143.66,21149034,66.5642,-0.1523,-0.2283,1760,71.04846686,9.349895231,0
4/5/2017,144.02,27717854,69.0799,-0.0843,0.2041,2090,71.22650841,9.37332529,0
4/4/2017,144.77,19891354,74.5289,-0.04,0.2472,2055,71.59742829,9.422137914,0
4/3/2017,143.7,19985714,71.5566,-0.0773,0.4568,1303,71.06824926,9.352498571,1
3/31/2017,143.66,19661652,71.441,-0.0564,0.4007,2064,44.64263518,8.680782153,1
3/30/2017,143.93,21207252,73.3097,-0.0496,0.1658,2680,44.72653822,8.697097141,0
3/29/2017,144.12,29189956,74.5846,-0.0976,0.196,2324,44.78558111,8.708578058,0
3/28/2017,143.8,33374804,73.8741,-0.221,0.1107,2298,44.68614046,8.689241776,1
3/27/2017,140.88,23575094,65.7639,-0.403,0.1444,1282,43.77874456,8.512798202,1
3/24/2017,140.64,22395564,64.9331,-0.3992,0.1411,2432,43.70416408,8.49829599,1
3/23/2017,140.92,20346300,66.6862,-0.3737,0.1074,2176,43.79117464,8.515215237,0
3/22/2017,141.42,25860164,69.8116,-0.3699,0.2779,4349,43.94655065,8.545428178,0
3/21/2017,139.84,39529912,64.9981,-0.425,0.1671,2397,43.45556246,8.449955285,1
3/20/2017,141.46,21542038,76.6314,-0.359,0.322,990,43.95898073,8.547845213,0
3/17/2017,139.99,43884952,72.4815,-0.4327,0.2059,1736,43.50217526,8.459019167,1
3/16/2017,140.69,19231998,78.658,-0.4097,0.2501,1468,43.71970168,8.501317284,0
3/15/2017,140.46,25691774,78.0883,-0.457,0.1574,1582,43.64822871,8.487419331,1
3/14/2017,138.99,15309065,73.9636,-0.5191,0.1561,1552,43.19142324,8.398593285,1
3/13/2017,139.2,17421716,75.8578,-0.4751,0.0396,742,43.25668117,8.411282721,0
3/10/2017,139.14,19612800,75.6926,-0.4387,0.1176,1744,43.23803605,8.407657168,1
3/9/2017,138.68,22155904,74.4482,-0.3913,0.0763,2308,43.09509012,8.379861262,1
3/8/2017,139,18707236,76.9945,-0.2915,0.0276,2527,43.19453076,8.399197544,0
3/7/2017,139.52,17446296,81.1842,-0.1971,0.3249,1343,43.35612181,8.430619003,0
3/6/2017,139.34,21750044,80.8492,-0.1408,0.2986,762,43.30018645,8.419742344,1
3/3/2017,139.78,21571120,84.2538,-0.0793,0.1548,1613,43.43691734,8.446329732,0
3/2/2017,138.96,26210984,83.0162,-0.0783,0.1288,1532,43.18210068,8.396780509,1
3/1/2017,139.79,36414584,89.6381,-0.046,0.1592,1887,43.44002486,8.446933991,0
2/28/2017,136.99,23482860,86.1864,-0.1346,0.2779,2038,42.5699192,8.277741522,1
2/27/2017,136.93,20257426,86.0942,-0.0393,0.0679,1604,42.55127408,8.274115969,1
2/24/2017,136.66,21776584,85.6954,0.0618,0.1547,2101,42.46737104,8.257800981,1
2/23/2017,136.53,20788186,85.5096,0.1852,0.1226,1894,42.42697328,8.249945617,1
2/22/2017,137.11,20836932,90.3729,0.3196,0.3054,1888,42.60720945,8.284992628,0
2/21/2017,136.7,24507156,89.9996,0.3888,0.151,1421,42.47980112,8.260218017,1
2/17/2017,135.72,22198196,89.0578,0.4502,0.1595,1709,42.17526414,8.201000653,1
2/16/2017,135.345,22584556,88.6789,0.5533,0.2923,1989,42.05873213,8.178340947,1
2/15/2017,135.51,35623100,89.9513,0.6545,0.3579,2676,42.11000622,8.188311217,0
2/14/2017,135.02,33226224,89.5373,0.6913,0.528,2711,41.95773773,8.158702535,1
2/13/2017,133.29,23035420,87.9035,0.6911,0.1132,1307,41.42013673,8.05416576,1
2/10/2017,132.12,20065458,86.5883,0.7608,0.2027,1773,41.05655687,7.983467479,1
2/9/2017,132.42,28349860,88.8894,0.8817,0.1126,1794,41.14978247,8.001595243,0
2/8/2017,132.04,23004072,88.5309,0.9273,0.2101,2094,41.03169671,7.978633408,1
2/7/2017,131.53,38183840,88.0504,0.9212,0.3011,1992,40.87321318,7.947816209,1
2/6/2017,130.29,26845924,86.802,0.85,0.2855,1248,40.48788067,7.872888115,1
2/3/2017,129.08,24507300,85.4221,0.7584,0.2816,2394,40.11187073,7.799772799,1
2/2/2017,128.53,33710412,84.749,0.6419,0.6185,3568,39.94095712,7.766538564,1
2/1/2017,128.75,111985040,86.2277,0.4312,0.7389,4702,40.00932256,7.779832258,0
1/31/2017,121.35,49200992,69.7332,0.0116,0.2488,2123,37.70975761,7.332680734,1
1/30/2017,121.63,30377504,72.7965,0.0712,0.2142,1347,37.79676818,7.349599981,0
1/27/2017,121.95,20562944,76.356,0.1085,0.2912,1513,37.89620883,7.368936263,0
1/26/2017,121.94,26337576,76.3224,0.1032,0.1702,2019,37.89310131,7.368332004,1
1/25/2017,121.88,32586672,76.1335,0.0646,0.0981,2183,37.87445618,7.364706451,1
1/24/2017,119.97,23211038,68.7662,-0.0187,0.1226,2292,37.28091983,7.249293017,1
1/23/2017,120.08,22050218,69.9205,0.0224,0.1749,1402,37.31510255,7.255939864,0
1/20/2017,120,32597892,69.5756,0.0528,0.1577,1676,37.29024239,7.251105794,1
1/19/2017,119.78,25597292,68.658,0.083,0.0938,2006,37.22187694,7.2378121,1
1/18/2017,119.99,23712960,70.5438,0.1246,0.2366,1899,37.28713487,7.250501535,0
1/17/2017,120,34439844,70.6296,0.1377,0.307,1264,37.29024239,7.251105794,0
1/13/2017,119.04,26111948,67.0588,0.125,0.1643,2113,36.99192045,7.193096947,1
1/12/2017,119.25,27086220,68.7568,0.1714,0.1276,1927,37.05717837,7.205786382,0
1/11/2017,119.75,27588592,72.8342,0.1895,0.0926,2104,37.21255438,7.235999323,0
1/10/2017,119.11,24462052,70.7742,0.1321,0.1151,2695,37.01367309,7.197326759,1
1/9/2017,118.99,33561948,70.3832,0.0757,0.1447,2007,36.97638285,7.190075653,1
1/6/2017,117.91,31751900,66.6549,-0.0266,0.3115,2314,36.64077067,7.124815701,1
1/5/2017,116.61,22193588,61.1947,-0.0958,0.236,2383,36.23679304,7.046262055,1
1/4/2017,116.02,21118116,58.3184,-0.084,0.1401,1616,36.05344935,7.010610785,1
1/3/2017,116.15,28781864,59.2165,-0.0166,-0.1021,1154,36.09384711,7.018466149,0
12/30/2016,115.82,30586264,57.6803,0.0602,0.1475,1517,69.93961353,7.384155514,1
12/29/2016,116.73,15039519,63.8371,0.1924,0.0873,1531,70.48913043,7.442172968,0
12/28/2016,116.76,20905892,64.0464,0.276,0.1756,1320,70.50724638,7.444085631,0
12/27/2016,117.26,18296856,67.4694,0.3651,0.1421,978,70.80917874,7.475963353,0
12/23/2016,116.52,14249484,64.8906,0.409,0.1195,1939,70.36231884,7.428784325,1
12/22/2016,116.29,26085854,64.0686,0.5044,0.0828,2376,70.22342995,7.414120573,1
12/21/2016,117.06,23783164,69.0981,0.6237,0.055,1934,70.6884058,7.463212265,0
12/20/2016,116.95,21424964,68.7729,0.6711,0.0647,2181,70.62198068,7.456199166,1
12/19/2016,116.64,27779424,67.8886,0.6919,-0.104,1664,70.43478261,7.436434978,1
12/16/2016,115.97,44351136,65.9537,0.691,0.0792,2037,70.03019324,7.393718831,1
12/15/2016,115.82,46524544,65.5218,0.6949,0.0566,2868,69.93961353,7.384155514,1
12/14/2016,115.19,34031832,63.7273,0.6558,0.0565,3009,69.55917874,7.343989584,1
12/13/2016,115.19,43733812,63.7273,0.6025,0.097,2357,69.55917874,7.343989584,0
